"","carat","cut","color","clarity","total_depth","table","length","width","depth","price"
"44410",0.53,"Ideal","E","SI1",61.9,55,5.2,5.24,3.23,1585
"35647",0.31,"Ideal","G","VVS2",62.7,57,4.34,4.31,2.71,907
"34860",0.3,"Ideal","G","VVS2",62.7,57,4.29,4.26,2.68,878
"53030",0.72,"Ideal","I","VVS2",61,57,5.81,5.84,3.55,2602
"2284",0.77,"Very Good","D","SI1",58.6,59,6,6.04,3.53,3160
"43533",0.51,"Very Good","E","SI2",59.3,63,5.18,5.25,3.09,1427
"47068",0.52,"Ideal","D","VS2",62.3,54,5.14,5.19,3.22,1822
"46179",0.57,"Premium","G","VS1",60.5,58,5.39,5.32,3.24,1746
"20366",1.23,"Premium","G","VS1",61.3,58,6.87,6.89,4.22,8759
"46821",0.5,"Ideal","D","VS2",61.2,55,5.12,5.07,3.12,1808
"37892",0.46,"Very Good","F","SI1",63.1,56,4.9,4.87,3.08,1006
"28053",0.33,"Ideal","F","VS2",62,54.2,4.42,4.45,2.75,660
"18020",1.01,"Ideal","G","VS1",61.2,57,6.42,6.47,3.95,7290
"6702",0.25,"Very Good","E","VS2",59.7,61,4.08,4.1,2.44,409
"42617",0.32,"Ideal","H","VS2",62,55,4.39,4.42,2.73,505
"710",0.73,"Very Good","F","VS2",62.5,57,5.7,5.75,3.58,2855
"31066",0.27,"Ideal","D","VVS1",61.7,57,4.2,4.16,2.58,752
"32365",0.35,"Very Good","E","VS1",59.7,59,4.59,4.62,2.75,790
"16997",1.01,"Very Good","E","VS2",63.2,57,6.38,6.35,4.02,6787
"34168",0.33,"Ideal","G","VS1",62.1,54,4.47,4.42,2.76,854
"26161",1.5,"Premium","F","VS1",59.6,60,7.49,7.41,4.44,15478
"42325",0.41,"Ideal","F","VVS1",61.9,56,4.77,4.79,2.96,1295
"20832",1.52,"Premium","I","VS2",59,59,7.53,7.46,4.42,9057
"49156",0.5,"Ideal","G","VVS1",62.7,57,5.1,5.07,3.19,2070
"52928",0.57,"Very Good","F","VVS1",61.9,56,5.31,5.34,3.29,2591
"45529",0.54,"Ideal","G","VS1",61.4,57,5.23,5.2,3.2,1684
"8765",1.01,"Good","D","VS2",64.1,57,6.32,6.22,4.02,4466
"18956",1.09,"Ideal","E","VS2",60.6,58,6.66,6.7,4.05,7796
"8554",1.01,"Premium","E","SI2",62.5,60,6.42,6.39,4,4434
"51696",0.7,"Very Good","H","VS1",60.1,61,5.74,5.81,3.47,2400
"6605",0.93,"Very Good","F","SI1",58.8,60,6.37,6.49,3.78,4081
"21052",0.31,"Premium","G","VS1",62.2,58,4.34,4.38,2.71,625
"43795",0.7,"Good","J","SI1",64.3,56,5.62,5.57,3.6,1442
"11339",1.01,"Very Good","F","SI1",63.3,59,6.42,6.38,4.05,4989
"46880",0.53,"Premium","E","VS2",60.9,60,5.22,5.16,3.16,1813
"13366",0.24,"Very Good","F","VS1",63,58,3.92,3.95,2.48,419
"4207",0.8,"Ideal","D","SI1",62.7,57,5.88,5.92,3.7,3564
"13584",1.05,"Premium","F","SI1",61.8,56,6.55,6.45,4.02,5557
"42560",0.42,"Ideal","D","VVS2",62.5,57,4.77,4.8,2.99,1326
"53315",0.71,"Ideal","G","SI1",62.1,56,5.69,5.74,3.55,2650
"42952",0.3,"Premium","J","VS1",61.2,61,4.33,4.3,2.64,506
"32298",0.34,"Ideal","E","SI2",62.4,54,4.49,4.52,2.81,454
"30426",0.32,"Ideal","G","VVS2",61.6,55,4.41,4.42,2.72,730
"39034",0.41,"Ideal","H","SI1",61.7,56,4.76,4.8,2.95,1056
"28563",0.3,"Premium","H","VS1",60.4,61,4.31,4.27,2.59,675
"31965",0.26,"Ideal","F","VS1",60.9,57,4.11,4.13,2.51,452
"4647",0.9,"Very Good","G","SI1",63.1,59,6.15,6.11,3.87,3669
"28101",0.31,"Very Good","F","SI1",63.1,55,4.34,4.28,2.72,663
"3816",0.55,"Ideal","D","VVS2",60.8,56,5.31,5.34,3.24,3468
"44151",0.62,"Ideal","G","SI1",61.6,56,5.46,5.55,3.39,1563
"39127",0.41,"Ideal","G","VS2",61.4,54,4.84,4.77,2.95,1061
"18155",1.09,"Ideal","G","VS2",61.2,56,6.62,6.64,4.06,7357
"33250",0.45,"Ideal","I","VS1",61.6,54,4.95,4.99,3.06,825
"53263",0.7,"Premium","G","VS1",62.6,58,5.64,5.61,3.52,2648
"27007",2.01,"Very Good","E","SI2",60.6,59,8.11,8.25,4.96,17118
"9642",1.1,"Very Good","I","SI1",61.2,61,6.61,6.66,4.01,4640
"19035",0.3,"Ideal","E","VS2",62.1,55,4.32,4.35,2.69,621
"1299",0.71,"Very Good","E","VS2",59.6,60,5.8,5.85,3.47,2954
"34375",0.41,"Ideal","F","VS2",61.9,56,4.74,4.76,2.94,863
"3282",0.91,"Premium","G","SI2",61.3,60,6.2,6.17,3.79,3363
"24666",2,"Premium","G","SI2",60.8,55,8.09,7.95,4.88,13007
"28228",0.33,"Premium","G","VS1",60.5,58,4.43,4.49,2.7,666
"14793",1.09,"Premium","H","VS1",60.2,61,6.7,6.66,4.02,5951
"30041",0.39,"Ideal","E","SI1",62.1,53,4.69,4.72,2.92,719
"51055",0.7,"Premium","H","SI1",60.9,62,5.72,5.65,3.46,2331
"52213",0.9,"Very Good","J","SI2",62.9,55,6.13,6.17,3.87,2482
"2081",0.81,"Ideal","E","SI1",62.4,57,5.92,5.97,3.71,3109
"18408",1.04,"Very Good","G","VVS2",62.8,54,6.39,6.5,4.05,7481
"46594",0.54,"Ideal","F","VS2",60.3,55,5.32,5.26,3.19,1786
"1017",0.73,"Premium","E","VS2",62,60,5.76,5.73,3.56,2902
"16132",1.22,"Premium","G","SI1",61.2,60,6.82,6.75,4.15,6449
"52998",0.73,"Ideal","I","VS1",61,56,5.82,5.86,3.56,2596
"11786",0.92,"Very Good","D","SI1",62,58,6.18,6.21,3.84,5086
"46948",0.52,"Ideal","E","VS2",62.2,56,5.15,5.11,3.19,1815
"40694",0.41,"Ideal","F","VVS1",62.3,56,4.77,4.79,2.98,1157
"43620",0.26,"Ideal","G","VS1",62.5,53,4.1,4.13,2.57,508
"47715",0.63,"Very Good","D","SI1",62.8,57,5.4,5.46,3.41,1885
"1429",0.81,"Premium","H","VS1",62.6,58,5.96,5.9,3.71,2972
"22747",1.78,"Premium","E","SI2",60.5,59,7.89,7.8,4.75,10765
"35352",0.42,"Premium","H","SI1",59.5,57,5.11,4.78,2.94,898
"478",0.71,"Ideal","G","VS1",62.9,58,5.66,5.69,3.57,2820
"38188",0.41,"Premium","D","SI1",61,59,4.78,4.76,2.91,1015
"29259",0.39,"Ideal","H","SI1",61.5,56,4.69,4.71,2.89,698
"9698",0.32,"Premium","D","SI1",60.9,60,4.39,4.41,2.68,589
"12987",1,"Very Good","E","SI1",63.2,57,6.39,6.36,4.03,5396
"42017",0.54,"Ideal","E","SI2",60.4,57,5.27,5.3,3.19,1266
"39870",0.3,"Ideal","E","VVS1",61.2,57,4.33,4.36,2.66,1102
"13751",1.1,"Premium","D","SI1",58.8,61,6.73,6.67,3.94,5606
"15347",1.18,"Premium","H","SI1",61.6,59,6.82,6.72,4.17,6159
"43859",0.71,"Very Good","F","I1",63.2,55,5.64,5.57,3.54,1448
"44491",0.5,"Very Good","H","VS1",61,56,5.1,5.13,3.12,1598
"8289",0.74,"Ideal","F","IF",61.9,55,5.79,5.84,3.6,4383
"45185",0.51,"Ideal","G","VS1",62.1,55,5.14,5.17,3.2,1656
"17478",1.01,"Premium","F","VS1",60.8,59,6.45,6.41,3.91,7017
"30666",0.3,"Premium","F","VVS2",61,59,4.3,4.33,2.63,737
"47039",0.55,"Premium","D","SI1",61,58,5.29,5.27,3.22,1819
"27097",2.01,"Premium","D","SI2",61.8,59,8.15,8.07,5.01,17235
"2868",0.9,"Premium","I","VS2",58.4,62,6.35,6.29,3.69,3276
"48169",0.57,"Ideal","G","VS1",62.5,54.2,5.29,5.31,3.31,1943
"2956",0.72,"Ideal","G","VVS2",61,56,5.8,5.84,3.55,3295
"35802",0.31,"Very Good","F","IF",61.9,54,4.36,4.39,2.71,914
"45372",0.51,"Good","D","VS2",63.7,57,5.05,5,3.2,1665
"23101",2.09,"Ideal","G","SI2",62.5,57,8.21,8.14,5.11,11119
"36274",0.3,"Ideal","G","SI1",62.2,54,4.32,4.36,2.7,477
"26130",2.75,"Premium","H","SI2",60.5,61,8.99,8.97,5.48,15415
"32398",0.31,"Ideal","E","VVS2",62,54,4.36,4.41,2.72,791
"5411",0.9,"Ideal","I","VS2",62.6,54.3,6.14,6.17,3.86,3820
"4648",0.9,"Good","I","IF",63.7,64,6.07,6.02,3.85,3669
"7888",1,"Very Good","E","SI2",60.7,59,6.38,6.44,3.89,4311
"26356",0.32,"Ideal","G","VS1",60.8,57,4.39,4.42,2.68,645
"24305",1.51,"Ideal","G","VS2",62.1,54,7.34,7.31,4.55,12551
"20111",1.5,"Premium","I","SI1",61.8,58,7.26,7.3,4.5,8580
"21332",1.22,"Very Good","E","VS2",60.8,59,6.87,6.91,4.19,9475
"51193",0.7,"Very Good","E","SI1",62.9,57,5.6,5.66,3.54,2349
"28361",0.4,"Ideal","I","VS2",62.4,54,4.73,4.76,2.96,667
"47350",0.5,"Ideal","D","VS2",62.8,56,5.08,5.04,3.18,1845
"6271",1.04,"Premium","F","SI2",62.8,60,6.41,6.38,4.01,4013
"29278",0.31,"Premium","I","VVS2",61.7,58,4.4,4.38,2.71,698
"3932",1.01,"Premium","J","SI2",61.8,60,6.37,6.41,3.95,3499
"35074",0.33,"Very Good","E","VS1",58.3,62,4.49,4.57,2.64,886
"41568",0.55,"Premium","F","SI1",62.1,62,5.22,5.18,3.23,1238
"48829",0.71,"Good","G","VS2",63.5,59,5.63,5.67,3.59,2029
"21157",1.76,"Fair","J","VS1",56.9,66,8.09,7.94,4.56,9314
"29941",0.31,"Ideal","G","SI1",61.3,58,4.37,4.4,2.69,443
"6974",1,"Premium","H","SI1",61.8,59,6.4,6.35,3.94,4150
"3634",0.71,"Ideal","G","VS1",61.5,55,5.72,5.77,3.54,3431
"16822",1.04,"Premium","G","VS2",61.8,58,6.51,6.46,4.01,6709
"279",0.81,"Ideal","F","SI2",62.6,55,5.92,5.96,3.72,2795
"24390",0.41,"Very Good","E","SI2",63,57,4.7,4.73,2.97,638
"2885",1.01,"Fair","I","SI1",65.5,58,6.28,6.24,4.1,3280
"15166",1.05,"Premium","G","VS2",63,57,6.51,6.48,4.09,6096
"34743",0.37,"Ideal","E","VVS2",61.4,56,4.64,4.67,2.86,876
"50209",0.75,"Very Good","H","SI2",61.9,56,5.79,5.87,3.61,2228
"31159",0.41,"Ideal","I","VS1",60.9,53,4.8,4.85,2.94,755
"47860",0.67,"Ideal","G","VS2",61.4,57,5.7,5.67,3.49,1910
"42268",0.44,"Ideal","D","VS1",62.3,55,4.88,4.85,3.03,1294
"51540",0.71,"Premium","G","SI1",61.7,58,5.74,5.71,3.53,2386
"22846",1.51,"Good","E","SI2",58.9,61,7.54,7.5,4.43,10884
"53586",0.88,"Very Good","I","SI1",62.5,56,6.06,6.19,3.83,2699
"38578",0.4,"Very Good","G","VS2",63.5,56,4.7,4.68,2.98,1035
"27359",2.02,"Ideal","I","VS1",62.3,59,8.02,8.06,5.01,17936
"18409",1.03,"Ideal","G","VS1",61.4,55,6.5,6.53,4,7481
"23865",1.51,"Premium","F","SI1",63,58,7.32,7.28,4.6,11957
"32879",0.36,"Premium","H","VS1",60.8,59,4.62,4.59,2.8,810
"50362",0.77,"Premium","F","SI2",61.6,58,5.9,5.88,3.63,2247
"50404",0.71,"Very Good","E","SI2",61.9,63,5.69,5.74,3.54,2256
"2464",0.7,"Ideal","F","VVS2",62,55,5.71,5.67,3.53,3191
"16699",0.3,"Very Good","H","SI1",62.9,57,4.28,4.31,2.7,421
"43651",0.53,"Ideal","I","VVS1",62.2,53,5.17,5.21,3.23,1435
"31388",0.37,"Ideal","D","VS2",61.1,54,4.63,4.66,2.84,763
"52905",0.72,"Ideal","F","SI1",62.7,57,5.69,5.73,3.58,2586
"51519",0.72,"Ideal","G","SI1",63,56,5.71,5.68,3.59,2385
"10089",1,"Very Good","F","SI1",61.8,59,6.33,6.38,3.93,4712
"10179",1.09,"Ideal","G","SI2",61.7,57,6.57,6.62,4.07,4733
"12447",1.3,"Premium","I","VS2",60.3,60,7.01,6.99,4.22,5242
"47753",0.54,"Premium","D","VS2",60.9,58,5.27,5.31,3.22,1892
"45293",0.51,"Ideal","E","VS2",61.4,55,5.2,5.15,3.18,1662
"22063",1.82,"Very Good","J","VS1",62.2,56,7.83,7.96,4.91,10090
"589",0.75,"Premium","F","VS2",59.6,59,6.04,5.94,3.57,2835
"19501",1.01,"Ideal","F","VS1",62.1,54,6.42,6.44,3.99,8133
"12530",1.04,"Very Good","D","SI2",62.9,58,6.41,6.47,4.05,5265
"45945",0.56,"Very Good","H","VVS2",59.8,57,5.39,5.48,3.25,1723
"8395",0.37,"Good","H","VS2",63.1,55,4.59,4.63,2.91,584
"48406",0.52,"Ideal","G","VVS1",61,57,5.18,5.2,3.17,1969
"23787",1.55,"Premium","H","VS2",60.7,59,7.5,7.46,4.54,11846
"822",0.83,"Very Good","I","VS2",61.6,58,6.05,6.07,3.73,2865
"4169",1.04,"Ideal","I","SI2",61.9,56,6.51,6.45,4.02,3553
"31834",0.34,"Ideal","G","VVS2",61.9,57,4.44,4.48,2.76,775
"12511",0.92,"Good","D","SI1",60.2,56,6.28,6.32,3.79,5259
"7592",1.01,"Fair","H","SI1",65.3,57,6.33,6.23,4.1,4256
"38203",0.51,"Ideal","H","SI2",62.1,55,5.12,5.14,3.18,1016
"25854",1.5,"Premium","E","VS2",61.8,59,7.38,7.31,4.54,14925
"21970",1.5,"Premium","H","SI1",59,62,7.39,7.31,4.56,10038
"27868",0.38,"Ideal","E","SI1",61.4,57,4.64,4.67,2.86,653
"48117",0.66,"Ideal","H","SI1",61.6,55,5.63,5.66,3.48,1936
"25657",2.01,"Premium","I","SI1",60.1,59,8.24,8.19,4.94,14558
"6189",1.02,"Premium","F","SI2",58,60,6.7,6.64,3.87,3996
"19697",0.25,"Ideal","G","IF",61.7,56,4.04,4.1,2.51,624
"5832",0.9,"Premium","E","SI1",60.3,60,6.27,6.2,3.76,3917
"46866",0.53,"Premium","G","VS1",62.4,58,5.2,5.16,3.23,1813
"23954",1.55,"Ideal","H","VS1",60.6,57,7.51,7.47,4.54,12087
"47850",0.53,"Very Good","E","VS1",62.6,59,5.19,5.25,3.27,1909
"24274",2.3,"Premium","J","SI1",59.6,59,8.61,8.56,5.12,12499
"41033",0.41,"Ideal","E","VVS2",60,57,4.81,4.85,2.9,1187
"26000",4.01,"Premium","J","I1",62.5,62,10.02,9.94,6.24,15223
"4025",0.73,"Ideal","F","VVS2",61.7,54,5.76,5.82,3.57,3524
"2669",0.72,"Very Good","F","VS2",61.6,58,5.75,5.78,3.55,3238
"4091",0.9,"Good","D","SI2",60.3,64,6.1,6.14,3.69,3534
"35106",0.3,"Ideal","F","IF",61.9,57,4.29,4.33,2.67,886
"31315",0.32,"Ideal","E","VS1",61.7,56,4.39,4.42,2.72,758
"52318",0.33,"Very Good","F","SI1",59.9,61,4.44,4.47,2.67,550
"30527",0.44,"Ideal","H","SI1",61.9,57,4.9,4.92,3.04,733
"21846",2.04,"Premium","G","I1",62.4,58,8.17,8.08,5.07,9905
"6782",1,"Good","G","SI2",57.6,62,6.62,6.55,3.79,4113
"10114",1.02,"Very Good","G","SI1",63.2,59,6.41,6.37,4.04,4718
"17355",1.33,"Premium","E","SI2",62.5,58,6.99,7.03,4.38,6963
"21018",1.56,"Very Good","I","VS2",59.7,60,7.53,7.58,4.51,9231
"47657",0.34,"Ideal","D","I1",62.5,57,4.49,4.47,2.8,530
"34082",0.36,"Premium","D","VS2",59.1,58,4.63,4.68,2.75,852
"45213",0.51,"Premium","E","VS2",61.3,58,5.13,5.15,3.15,1656
"36783",0.35,"Premium","H","VVS1",60.1,62,4.57,4.52,2.73,956
"53841",0.71,"Good","H","VVS2",60.4,63,5.69,5.74,3.45,2738
"13322",1,"Premium","E","SI1",61.6,59,6.38,6.41,3.94,5500
"43940",0.3,"Good","D","SI1",63.1,56,4.24,4.28,2.69,515
"46038",0.57,"Ideal","E","SI1",61.9,56,5.35,5.32,3.3,1728
"10716",0.31,"Good","D","SI2",63.7,55,4.35,4.32,2.76,593
"15474",1,"Very Good","D","SI1",60.3,58,6.44,6.49,3.9,6196
"6986",1.01,"Very Good","G","SI2",63.5,58,6.39,6.34,4.04,4154
"18327",1.01,"Very Good","F","VS1",62.9,58,6.29,6.31,3.96,7455
"45500",0.54,"Ideal","F","VS2",60.5,56,5.27,5.29,3.2,1680
"32133",0.41,"Premium","F","SI2",60.9,58,4.82,4.8,2.93,784
"9635",1.01,"Premium","H","SI2",60.3,60,6.49,6.47,3.91,4638
"28479",0.32,"Very Good","E","SI1",63.1,54,4.41,4.37,2.77,672
"51881",0.7,"Good","H","VS2",62.2,61.6,5.63,5.66,3.51,2428
"26136",1.61,"Ideal","F","VS2",62.9,56,7.52,7.46,4.71,15426
"47945",0.55,"Ideal","I","VVS1",61.6,55,5.26,5.3,3.25,1916
"43253",0.38,"Premium","D","VVS1",61.4,59,4.63,4.66,2.85,1400
"48539",0.5,"Premium","G","VVS1",61.3,57,5.15,5.07,3.13,1987
"23781",1.27,"Ideal","E","VS1",61.8,57,6.94,6.98,4.3,11840
"2217",1.21,"Good","E","I1",57.2,62,7.01,6.95,3.99,3144
"13769",1.35,"Very Good","J","SI1",61.1,61,7.1,7.13,4.35,5613
"46491",0.51,"Very Good","E","VS1",61.6,59,5.1,5.12,3.15,1778
"33570",0.43,"Premium","D","SI1",61.2,58,4.83,4.87,2.97,830
"9653",0.91,"Ideal","F","SI2",62,57,6.15,6.23,3.84,4642
"34829",0.3,"Premium","H","VVS1",62.5,59,4.29,4.26,2.67,878
"6014",0.88,"Ideal","D","SI2",62.2,56,6.12,6.16,3.82,3962
"41619",0.29,"Very Good","E","VS1",61.7,58,4.23,4.29,2.63,504
"41141",0.5,"Very Good","G","SI1",62.9,59,5.06,5.09,3.19,1197
"52886",0.7,"Good","D","SI2",58.2,63,5.78,5.83,3.38,2583
"52850",0.7,"Premium","E","SI1",61,56,5.75,5.69,3.49,2576
"793",0.8,"Very Good","F","SI1",62.6,58,5.9,5.92,3.7,2862
"20054",0.31,"Ideal","F","VS2",62.3,55,4.3,4.33,2.69,625
"14481",1.2,"Premium","H","SI2",62.3,59,6.82,6.75,4.23,5846
"12836",1.2,"Very Good","I","SI1",63.8,57,6.64,6.72,4.26,5352
"4801",0.9,"Fair","H","VS2",64.7,58,5.98,6.01,3.88,3697
"35659",0.31,"Very Good","G","VVS2",63.2,58,4.32,4.26,2.71,907
"1136",0.74,"Very Good","H","VVS2",60.5,60,5.79,5.81,3.51,2921
"20440",1.52,"Very Good","I","SI1",63.7,58,7.23,7.3,4.63,8794
"9505",1.09,"Ideal","J","SI1",60.7,58,6.64,6.68,4.04,4611
"38179",0.41,"Ideal","D","SI1",61,57,4.8,4.78,2.92,1015
"27111",2.02,"Ideal","G","SI2",61.7,57,8.15,8.1,5.01,17265
"1937",0.75,"Good","E","VS2",62.6,58,5.73,5.78,3.6,3084
"23146",1.51,"Ideal","H","SI1",62.3,54,7.37,7.33,4.58,11163
"46010",0.54,"Ideal","G","VS1",61.7,57,5.23,5.25,3.23,1726
"52216",0.81,"Very Good","J","SI1",63.1,59,5.88,5.91,3.72,2482
"47535",0.62,"Very Good","I","VVS1",63.1,58,5.4,5.44,3.42,1871
"47508",0.74,"Good","G","SI1",63.6,58,5.73,5.71,3.64,1865
"49337",0.57,"Ideal","G","VVS2",61.7,56,5.3,5.33,3.28,2095
"37652",0.48,"Good","J","SI1",64.4,58,4.87,4.92,3.15,991
"42473",0.5,"Very Good","I","VS1",61.5,55,5.12,5.16,3.16,1317
"21572",1.2,"Premium","G","VS2",62.5,58,6.74,6.67,4.19,9677
"5984",1.13,"Good","F","SI2",64,58,6.52,6.58,4.19,3952
"24559",1.59,"Very Good","D","VS2",61.4,60,7.47,7.6,4.63,12846
"42429",0.41,"Very Good","F","IF",61.6,58,4.75,4.79,2.94,1313
"50204",0.76,"Premium","H","SI1",59.8,57,5.93,5.91,3.54,2227
"22779",1.01,"Very Good","F","IF",59.2,60,6.48,6.59,3.87,10800
"25186",1.51,"Ideal","F","VS2",62.2,53,7.35,7.31,4.56,13771
"617",0.71,"Premium","G","VVS2",60.3,58,5.82,5.78,3.5,2839
"38122",0.3,"Premium","G","VVS1",60.7,59,4.37,4.33,2.64,1013
"40417",0.58,"Ideal","G","SI2",62,57,5.35,5.29,3.3,1134
"1458",0.76,"Ideal","E","SI2",62.1,56,5.85,5.88,3.64,2978
"30889",0.33,"Premium","E","SI1",60.6,60,4.44,4.41,2.68,743
"12288",1.23,"Very Good","J","VS2",62.9,58,6.75,6.83,4.27,5217
"21059",0.31,"Ideal","G","VS1",61.5,56,4.39,4.43,2.71,625
"30428",0.32,"Very Good","G","VVS2",60.9,61,4.39,4.41,2.68,730
"15728",1.01,"Very Good","G","VS2",63.5,57,6.36,6.39,4.05,6291
"6117",1.08,"Good","J","VS2",64.3,58,6.46,6.44,4.15,3980
"17967",1.23,"Ideal","H","VS2",62.2,55,6.85,6.81,4.25,7260
"11065",0.34,"Good","E","SI1",63.9,56,4.44,4.48,2.85,596
"53746",1,"Fair","G","I1",61.7,57,6.39,6.28,3.91,2723
"25350",2.01,"Premium","F","SI2",61.3,58,8.14,8.07,4.97,14067
"51165",0.71,"Good","F","SI1",63.6,54,5.65,5.61,3.58,2345
"52127",0.76,"Ideal","G","SI2",62.7,56,5.81,5.86,3.66,2466
"19379",0.4,"Good","E","SI2",63.5,56,4.68,4.71,2.98,622
"30077",0.32,"Very Good","E","SI1",63.2,56,4.38,4.35,2.76,720
"4694",1,"Good","G","SI2",63.4,60,6.22,6.34,3.98,3676
"30662",0.4,"Ideal","E","SI1",61.8,56,4.71,4.74,2.92,737
"30337",0.34,"Premium","F","SI1",59.8,58,4.57,4.53,2.72,727
"23274",1.5,"Good","G","VS2",59,58,7.41,7.45,4.38,11294
"12917",1.2,"Ideal","I","SI1",62.6,58,6.74,6.71,4.21,5376
"26053",2.19,"Ideal","I","SI2",62.5,56,8.31,8.24,5.18,15254
"48105",0.5,"Premium","G","VVS2",61.6,60,5.13,5.1,3.15,1935
"49815",0.59,"Ideal","G","VVS1",61.5,57,5.4,5.46,3.34,2166
"24792",1.51,"Ideal","G","VS2",62.2,59,7.28,7.34,4.55,13163
"6206",1.02,"Very Good","H","SI2",63.5,60,6.33,6.24,3.99,3998
"32722",0.31,"Premium","F","VS2",62.7,59,4.34,4.3,2.71,802
"22412",1.23,"Very Good","G","VVS1",61.3,57,6.88,6.96,4.24,10435
"49713",0.73,"Fair","D","SI2",65.5,60,5.64,5.54,3.66,2147
"3581",1.01,"Premium","J","SI2",63,60,6.38,6.31,4,3421
"16246",1.01,"Good","G","VS1",63.7,57,6.32,6.37,4.04,6499
"12912",1,"Fair","E","VS2",65,58,6.21,6.16,4.02,5376
"35201",0.46,"Good","E","SI1",63.7,58,4.84,4.9,3.1,891
"32130",0.41,"Very Good","G","SI2",63.4,58,4.73,4.7,2.99,784
"45194",0.51,"Ideal","G","VS1",61.9,56,5.1,5.14,3.17,1656
"29079",0.23,"Premium","D","VVS2",58.9,60,4.03,3.95,2.35,688
"23852",1.51,"Ideal","D","SI1",61.9,57,7.42,7.35,4.57,11942
"28119",0.36,"Ideal","D","SI1",62.1,56,4.53,4.58,2.83,663
"35389",0.41,"Ideal","G","VS1",61.9,57,4.76,4.81,2.96,899
"48661",0.72,"Very Good","G","SI2",63.4,57,5.67,5.71,3.61,2001
"24091",1.51,"Premium","E","SI1",59.6,61,7.53,7.43,4.46,12236
"26874",1.75,"Ideal","G","VS2",62.1,57,7.73,7.69,4.79,16803
"42006",0.59,"Premium","H","SI1",62.9,60,5.34,5.24,3.33,1265
"25725",1.5,"Very Good","E","VS2",62.1,60,7.27,7.32,4.53,14639
"36706",0.46,"Ideal","I","VS2",62.3,59,4.95,4.91,3.07,952
"44836",0.52,"Very Good","E","VS2",61.5,58,5.18,5.24,3.2,1625
"18310",1.51,"Very Good","I","SI2",63.5,60,7.28,7.21,4.6,7441
"45903",0.52,"Ideal","D","SI1",62.7,56,5.17,5.14,3.23,1720
"40741",0.54,"Good","E","SI2",63.8,54,5.17,5.18,3.3,1163
"7252",1.01,"Premium","F","SI2",62.7,56,6.4,6.35,4,4197
"12340",1.02,"Premium","G","SI1",58.9,59,6.59,6.55,3.87,5226
"20490",1.01,"Premium","D","VS1",61.6,58,6.44,6.42,3.96,8823
"46774",0.52,"Ideal","G","VS1",61.9,55.5,5.13,5.16,3.18,1803
"28297",0.3,"Ideal","G","SI1",60.6,56,4.35,4.4,2.65,432
"48163",0.57,"Ideal","G","VS1",61.2,55,5.35,5.38,3.29,1942
"10535",1,"Premium","E","SI1",62.8,59,6.4,6.3,3.99,4805
"46313",0.3,"Ideal","H","VS1",62.3,55,4.29,4.34,2.69,526
"5402",1.01,"Premium","I","SI2",62.6,58,6.43,6.38,4.01,3818
"33328",0.35,"Ideal","D","SI1",61.3,57,4.57,4.54,2.79,827
"22376",0.31,"Ideal","H","VS2",63,57,4.34,4.32,2.73,628
"9963",1.09,"Good","H","SI1",62.4,64,6.61,6.51,4.09,4700
"706",0.91,"Good","J","VS2",64.2,58,6.12,6.09,3.92,2854
"16924",1.16,"Ideal","E","SI1",61.9,55,6.74,6.79,4.19,6755
"45909",0.7,"Fair","I","SI1",65,56,5.6,5.5,3.61,1720
"47901",0.76,"Good","I","SI1",64.1,59,5.73,5.75,3.68,1914
"24488",1.51,"Very Good","G","VS2",58.9,60,7.47,7.55,4.42,12756
"2552",0.7,"Very Good","G","VVS1",62.4,59,5.63,5.66,3.52,3208
"39627",0.3,"Ideal","J","VS2",61.9,56,4.3,4.33,2.67,491
"6163",1.01,"Fair","E","SI2",56.8,66,6.63,6.58,3.75,3991
"16304",1.5,"Good","J","SI1",64.5,56,7.09,7.18,4.6,6523
"17074",0.96,"Ideal","G","VS1",61.1,56,6.34,6.39,3.89,6807
"12249",1.01,"Very Good","H","VS2",61.6,60,6.46,6.39,3.96,5204
"50903",0.65,"Very Good","H","VVS1",61.6,58,5.57,5.62,3.42,2318
"48069",0.56,"Very Good","F","VS1",61.2,58,5.32,5.33,3.26,1929
"26546",2.03,"Ideal","G","SI1",60.3,56,8.27,8.21,4.97,16224
"643",0.7,"Very Good","E","VS2",62.7,58,5.65,5.67,3.55,2843
"49507",0.71,"Good","E","SI2",58.8,63,5.75,5.88,3.42,2120
"22922",1.25,"Very Good","G","VVS1",60.6,60,6.92,6.95,4.2,10962
"2680",0.77,"Very Good","G","VS1",62.3,58,5.82,5.86,3.64,3240
"15265",1.2,"Premium","H","SI1",58.9,60,7.02,6.94,4.11,6129
"53593",0.7,"Good","H","VVS2",58.9,61.5,5.77,5.84,3.42,2699
"40790",0.31,"Ideal","F","IF",61.4,56,4.37,4.42,2.7,1168
"36152",0.33,"Ideal","E","VS2",62.1,57,4.44,4.41,2.75,928
"7533",1.01,"Very Good","I","SI1",61.2,59,6.34,6.44,3.92,4243
"29019",0.31,"Ideal","G","VVS2",61.8,56,4.37,4.4,2.71,687
"29737",0.32,"Ideal","G","VVS2",62,54,4.39,4.42,2.73,708
"28643",0.33,"Very Good","J","VS1",61.5,61,4.39,4.46,2.72,434
"839",0.8,"Ideal","G","SI1",61.3,57,5.96,5.91,3.64,2867
"12636",1,"Premium","F","SI1",62.7,59,6.4,6.36,4,5292
